port,bytes,packets
53,3642,48
3306,2155,44
53,1170,48
53,3151,47
443,506815,349
22,4512,37
80,3471,42
22,1464,29
443,2862,41
443,1622,3
3306,1137,21
3306,831,27
22,1545,75
53,796,36
443,447481,383
110,4981,74
443,365822,481
443,456501,361
22,3961,4
22,2057,24
80,4595,17
143,4403,74
443,662345,557
22,27652,194
53,1293,14
22,4317,9
443,2638,18
443,3587,12
80,3321,4
53,3050,28
22,48602,206
22,4806,69
53,2222,28
443,4094,26
443,677458,333
80,4552,5
443,424333,307
22,3660,25
80,101,20
22,3325,18
53,2181,12
80,3927,32
3306,3761,8
80,108889,911
80,150301,1395
80,4090,5
80,2288,44
3306,4364,38
22,4009,49
53,2870,10
53,1963,50
3306,4931,12
443,3277,21
443,1277,19
22,1608,6
25,4918,118
53,2391,12
80,4199,46
3306,2728,28
3306,3811,24
3306,621,37
80,1665,21
443,322079,592
443,1533,41
3306,2666,36
3306,1785,20
53,924,39
53,3757,48
22,1997,42
53,2660,11
3306,3694,12
53,3913,5
22,35905,207
80,1241,32
80,3597,49
443,2523,31
53,3120,12
53,3148,32
53,2822,38
443,3517,8
443,2701,29
443,4437,110
443,1681,22
80,4654,13
22,3922,16
443,2530,108
443,4083,3
80,4415,32
53,2084,43
53,1625,6
22,1508,40
443,381433,370
443,3993,23
80,1626,119
3306,1105,43
80,2413,6
22,887,7
53,3492,8
20,2956,84
53,3824,8
3306,385,20
443,338846,620
443,4524,33
443,623530,440
22,4671,14
22,3863,47
80,4113,6
443,399,48
3306,1198,48
443,3936,4
22,4630,45
80,4897,12
53,3555,30
22,3259,10
80,146164,1384
443,4535,9
443,1410,36
22,4946,1
443,2841,9
3306,1187,5
22,284,32
80,4986,2
110,2607,108
22,46920,249
3306,4353,41
53,3091,38
22,665,32
80,262252,1421
80,3863,1
53,2993,26
80,2424,13
22,2854,37
53,2441,22
3306,1431,47
53,4386,26
443,4308,49
3306,4812,15
22,46034,225
23,3269,64
53,3922,38
443,314454,504
22,2669,10
3306,1217,14
443,1151,19
443,1858,50
53,4297,3
443,361463,308
443,2921,33
3306,1363,38
22,3531,28
443,690511,388
3306,3716,29
22,56596,208
443,681188,431
3306,4668,45
3306,242,7
22,2351,19
80,4084,22
80,1972,40
80,1617,49
22,1233,42
20,2402,75
3306,4533,6
80,4290,39
22,3510,22
53,2539,14
22,4519,17
22,2056,31
3306,2798,9
443,2073,13
443,4774,48
53,1543,16
3306,837,14
53,2053,24
3306,4768,30
443,1409,37
443,4439,9
3306,564,42
443,528521,473
23,2858,95
80,4420,38
22,611,28
443,4016,31
443,1131,28
80,1953,26
443,4380,33
53,4035,34
443,4988,30
53,870,6
53,4190,41
53,4280,40
110,3612,117
3306,4749,20
22,27689,207
3306,4933,7
3306,3872,48
80,3720,38
22,3826,11
80,2459,4
22,2575,47
443,1417,14
53,4024,21
3306,3200,4
80,4596,34
80,428,25
443,1741,37
22,658,17
443,588334,692
53,1550,10
80,3567,33
80,1863,12
443,1760,49
53,3683,26
80,2265,42
3306,864,28
443,344016,533
80,441,25
3306,2087,50
53,2845,2
80,2067,27
443,2508,32
22,3267,32
22,4842,10
53,2099,115
53,2623,118
80,246516,923
80,1962,12
3306,2443,8
22,598,1
53,1657,47
53,3347,49
3306,2276,42
3306,396,23
443,1644,37
22,41832,211
80,4721,3
53,2775,39
80,3112,9
53,4596,31
53,2044,28
443,486682,343
443,3073,20
22,3204,44
22,3215,32
143,2401,114
443,4084,31
22,52139,198
20,4242,118
22,41036,182
443,1438,43
443,1536,2
22,814,20
53,3901,45
53,2304,49
3306,1681,8
80,2251,33
3306,836,31
3306,1379,1
80,4682,18
53,787,23
3306,776,35
443,3245,46
22,47059,193
3306,1004,19
3306,1335,16
53,4876,39
443,4324,48
3306,4995,9
3306,819,39
3306,2113,12
53,2975,39
3306,653,17
22,4938,24
3306,1789,11
22,900,17
443,637530,477
443,1217,17
3306,2189,4
80,112772,1101
53,1208,32
443,2385,45
53,1154,112
53,3545,13
443,425604,639
53,2880,39
22,4630,47
443,3716,31
22,426,9
25,3655,102
443,1592,27
53,4689,44
3306,4254,4
22,4629,32
22,1690,34
80,4382,33
80,874,14
3306,273,29
22,3755,50
80,914,27
443,101,36
22,4713,11
22,1578,41
443,2470,12
3306,4669,45
80,904,46
22,3952,10
53,3192,11
443,4768,41
22,4173,34
443,314394,451
22,668,9
3306,2607,20
80,4021,41
80,1782,25
443,642157,413
22,3531,50
443,676044,423
443,1699,14
443,488,27
443,4721,49
53,1604,42
22,2097,34
22,2913,18
80,826,16
3306,4790,33
443,2304,83
3306,423,24
53,866,35
3306,2363,20
53,4760,27
443,4875,11
443,3274,48
53,270,40
53,700,13
80,285186,1319
443,525186,403
80,1866,34
22,52244,227
22,28960,203
80,4947,25
3306,2847,31
80,2963,35
443,3345,28
443,576869,384
53,3990,18
143,1062,61
22,4937,24
3306,4204,41
80,1462,20
80,379,39
22,2990,43
22,2001,29
53,3811,21
80,138143,1439
22,4648,8
80,3274,3
443,4505,48
3306,3983,50
22,3104,44
22,4068,35
3306,4193,18
3306,250,29
443,627793,503
80,431,44
22,3541,88
443,2313,34
3306,4841,19
443,357216,474
53,103,29
3306,1037,13
22,36179,201
80,3220,26
53,3226,6
443,1948,1
53,2842,8
53,3080,25
3306,476,21
22,52991,242
80,4978,46
22,2377,6
443,605280,566
443,4126,32
80,494,7
443,3994,2
3306,4669,23
22,1543,75
443,679896,325
80,171583,1064
80,284010,1466
443,4712,50
443,1639,36
443,3530,26
443,428,12
3306,2396,12
22,46155,245
80,941,4
80,2869,5
80,3475,10
80,4978,19
22,2658,43
143,2664,100
443,2337,14
22,4701,97
443,513852,587
53,1109,31
80,3908,41
53,1416,36
443,618062,366
443,578786,657
443,672357,505
443,355587,358
443,3164,15
22,4718,27
443,4106,28
22,57465,235
3306,2854,44
22,2509,33
3306,4938,13
3306,4686,14
53,2989,18
22,2603,39
22,27511,185
22,3333,8
3306,463,20
443,118,47
443,3577,41
443,2683,38
443,516002,643
443,4067,27
443,1152,6
3306,3367,49
80,222939,1068
53,4148,46
80,219603,1052
443,694886,371
80,2329,6
22,1489,16
80,1921,25
22,1449,35
25,1405,75
3306,3745,45
443,227,49
80,4112,50
80,3817,29
80,2117,16
443,341617,644
443,4547,17
22,40695,193
80,4127,20
80,212715,1024
443,104,12
3306,1447,26
443,2314,22
53,2050,28
22,3014,16
22,2776,24
80,1572,43
3306,3015,31
3306,4993,1
80,2877,37
53,2881,38
22,35785,243
22,2540,38
21,3573,76
22,2981,13
53,3272,29
3306,1514,3
22,40998,235
53,3004,41
443,1981,49
22,1697,36
80,208,39
3306,3981,6
80,213321,1102
80,2461,4
80,1495,6
53,268,1
443,673623,536
80,180,45
80,237,29
22,3503,28
80,3571,29
22,2580,10
3306,3433,2
443,3807,22
22,3784,24
53,3763,25
443,1130,31
443,3019,20
80,2839,1
22,3580,29
3306,4611,26
80,915,35
80,515,33
53,465,47
80,575,36
53,3340,21
3306,668,49
22,4530,10
443,2947,50
3306,4444,24
443,1757,2
22,3797,20
53,1220,23
3306,2275,16
80,527,45
80,4696,4
80,2157,38
22,1016,19
22,3982,15
22,1972,16
53,4347,33
443,468802,662
443,399349,647
22,3849,12
22,2797,19
53,2893,47
80,1234,94
3306,3744,5
443,626,24
3306,1520,29
443,3567,45
22,4337,48
53,1547,42
3306,4998,18
80,1796,28
110,4559,109
443,3719,8
80,3231,49
443,546003,644
3306,4498,33
443,3491,35
443,488441,380
3306,3420,22
3306,313,12
80,892,38
22,3125,22
22,2781,43
3306,578,47
53,4311,33
22,4608,28
22,3340,2
443,524,17
3306,2509,27
80,299676,1470
3306,3559,43
143,1898,69
80,3610,20
80,3640,29
53,2552,97
53,3036,34
80,3420,44
22,1885,6
80,289657,1376
22,48557,189
3306,3208,42
22,2633,44
443,1569,25
22,3727,33
80,163116,1351
443,888,32
22,2407,24
443,315,40
22,28240,222
80,1799,43
22,4495,12
53,3426,35
443,1271,38
3306,3366,5
80,325,45
53,573,28
443,1341,2
22,2677,3
80,4003,36
3306,4357,22
443,398,35
3306,4604,13
443,1249,36
53,3683,2
53,4597,6
3306,3981,23
443,4649,11
443,2191,22
80,866,26
443,390,23
443,925,33
3306,523,27
80,233840,953
53,3518,47
80,2712,44
3306,4402,36
80,284522,1013
80,101185,1380
443,476673,443
3306,4374,25
22,1500,23
443,1464,45
25,3889,106
443,2165,42
53,3359,26
80,167,35
3306,540,39
53,3600,49
22,2461,31
53,3407,3
22,3191,1
53,3004,4
3306,1509,38
443,105,19
3306,1584,22
80,4694,39
80,1304,8
80,1058,37
80,2200,17
443,1059,49
443,1364,42
3306,1296,4
22,4510,4
443,1553,6
443,2011,42
22,3186,33
22,44524,208
443,2045,28
3306,1262,24
22,1675,2
53,2755,12
53,3124,107
22,1870,28
443,4294,24
443,4612,50
143,3316,69
443,2293,10
80,1216,24
80,100458,1420
22,318,32
443,692,5
53,3218,17
3306,4898,7
443,3856,7
443,1089,15
80,447,19
443,164,3
22,2227,34
53,2252,2
443,1105,23
80,3326,17
22,766,45
80,1326,30
3306,4132,9
80,2198,25
22,29918,222
443,572537,549
22,1474,17
3306,861,8
22,2180,22
443,544466,468
3306,235,28
80,342,38
110,1346,88
3306,3187,30
22,3152,16
80,2383,15
3306,292,13
3306,3291,17
443,306191,321
443,2256,13
53,3668,36
443,1355,15
22,25752,236
80,168,50
443,4362,26
80,1575,5
3306,4980,1
80,3861,75
22,45295,233
80,747,43
80,1900,47
22,815,5
443,2190,11
80,183263,923
3306,4491,43
20,3968,119
443,2012,18
22,3091,38
22,2123,34
22,27345,233
3306,1284,37
3306,795,13
22,39477,227
80,352,32
3306,1343,39
53,2774,44
3306,1003,21
53,1579,20
22,1564,22
443,2878,40
53,206,40
3306,2724,32
3306,3900,14
22,1526,49
80,281011,1084
3306,1614,3
3306,2358,6
53,823,49
143,3429,115
22,1942,30
443,2287,12
443,1502,18
21,3841,93
25,1593,72
443,4046,46
80,1993,40
80,2484,90
53,816,26
80,4758,1
80,583,4
53,2978,18
80,179154,1170
80,3737,41
110,1806,70
3306,3336,31
23,1253,63
53,4234,31
53,3466,17
443,549622,480
22,2466,45
22,52605,230
80,3560,39
22,38164,212
53,4435,25
443,677273,513
53,1517,41
80,2035,10
80,175252,1273
22,4660,32
22,48777,197
80,1779,6
53,4981,7
80,221736,1070
22,2811,27
22,737,13
22,175,1
3306,3008,24
53,545,28
443,4672,15
22,52818,185
22,490,4
80,171965,1220
80,4481,35
80,3520,33
53,677,50
80,146006,1317
3306,3758,1
53,2484,100
80,4229,41
22,1124,33
3306,1938,34
80,135322,1442
22,59030,185
80,4269,18
22,4895,50
443,3098,86
22,1223,37
3306,1273,37
443,2183,6
80,248,37
25,4178,65
443,4648,13
21,1048,69
22,2723,118
80,4164,14
22,2957,27
22,4225,49
53,4174,8
3306,1328,7
80,770,46
80,284533,1011
22,1242,3
443,4770,38
80,183608,1389
80,2293,18
22,33191,227
3306,3911,27
3306,1391,6
3306,1208,25
443,491494,468
80,1428,25
80,3523,2
443,2807,40
110,1739,99
80,3660,30
80,2009,21
80,221248,966
443,511963,655
443,1976,48
3306,139,44
22,28306,239
53,4670,12
80,267799,1348
3306,4221,39
80,3700,10
53,625,39
443,3663,40
53,4680,21
3306,441,50
53,4668,30
443,927,21
22,56913,209
53,2268,13
80,4916,50
80,1811,24
3306,3031,17
80,171,43
3306,4511,26
3306,199,9
22,2356,9
80,921,9
3306,4191,2
25,2238,92
3306,1980,27
22,1142,25
443,1921,100
80,188917,1303
80,289196,1428
443,3858,38
22,50054,198
80,116119,943
22,30838,244
3306,1796,10
22,436,7
53,691,23
3306,302,19
53,4307,46
80,141301,1218
3306,261,3
22,2814,5
80,308,30
80,257099,1138
80,144746,1459
443,351678,538
80,3428,28
53,411,3
22,1228,9
53,1042,35
3306,2651,26
53,3701,3
80,1436,31
3306,375,36
3306,195,14
53,843,23
22,4207,19
22,1019,41
80,3441,39
80,2518,40
80,2124,41
22,983,14
80,122332,995
80,2657,31
53,1854,25
53,2766,43
22,45618,244
53,2452,33
53,1926,47
80,1949,45
53,1630,22
53,4816,6
80,1652,16
443,633101,699
3306,4917,4
53,2901,27
3306,1286,46
22,3469,31
22,2877,42
22,56281,246
3306,1282,48
80,2277,48
22,106,41
22,45911,244
22,171,40
3306,1699,41
3306,1087,8
3306,1369,38
443,304,10
53,2238,38
53,3837,3
80,1062,4
80,3562,42
53,4929,49
53,2129,31
22,4192,11
443,466,46
22,2162,45
22,52426,205
3306,2891,26
3306,2438,25
3306,4108,23
3306,1670,11
80,4106,33
80,4218,32
3306,1502,6
443,3726,24
3306,3546,39
22,2441,10
80,4377,1
443,1610,18
80,1790,37
80,3404,48
22,2895,16
443,1593,13
22,45560,188
80,1111,24
80,4903,47
22,3301,8
53,1589,17
53,2302,3
80,125120,1423
443,1004,20
443,2647,18
80,619,49
80,3818,36
80,118403,979
80,2327,33
53,667,23
53,3271,18
80,1657,4
22,4534,48
22,1166,9
443,2385,40
3306,1478,35
443,2751,9
53,4470,40
53,4247,29
443,255,19
80,202,16
3306,238,17
3306,419,39
22,3563,8
22,4392,4
53,4264,22
443,2533,29
53,1039,4
3306,4556,43
443,632950,374
80,149985,906
22,59443,195
22,3672,8
443,484,43
3306,947,11
22,202,36
80,510,6
53,4606,21
80,3895,3
21,4935,88
53,3485,1
53,1423,46
22,4678,44
3306,3856,6
443,2622,7
443,3449,3
443,3160,23
3306,2450,11
3306,1406,25
3306,2029,10
80,3328,3
443,552559,543
443,2159,47
53,2574,30
443,3176,17
443,1485,8
80,3805,22
3306,635,24
443,2265,48
22,734,36
21,4978,101
22,48727,206
443,313064,563
22,4652,23
443,3156,21
53,1486,68
3306,4732,43
22,487,8
22,145,21
3306,1727,3
22,3489,41
443,459090,419
3306,1864,46
53,993,11
80,1749,47
80,1360,2
443,4642,34
22,33683,199
443,3172,46
3306,1645,13
53,4356,17
443,2462,30
80,4273,13
22,661,31
22,1565,2
443,4261,11
22,2787,19
80,131071,1337
3306,3081,40
443,2874,10
53,2233,15
80,3948,32
443,2545,33
443,1773,27
53,4712,68
3306,1858,31
3306,2750,8
80,1131,1
53,3393,37
443,556396,645
20,2470,117
3306,3012,26
443,917,22
53,162,41
443,2753,41
80,238214,1282
80,278872,1307
443,1715,8
22,916,14
443,545145,471
53,4182,20
443,471598,344
80,3600,25
22,4627,6
443,443701,563
443,467139,355
443,1223,48
443,3787,6
443,1855,20
22,356,41
3306,1223,14
3306,3446,46
80,4772,38
80,3149,23
80,4007,3
3306,3221,27
80,270,14
443,1677,40
22,4904,4
80,839,31
80,3811,22
3306,2962,31
80,233038,1349
22,1748,4
22,1362,24
443,869,35
80,286807,983
22,134,41
80,3636,50
443,3901,41
22,2100,3
53,2588,1
22,1984,88
3306,2954,19
53,3521,44
22,298,20
3306,749,37
443,4160,45
53,4159,50
80,2290,48
22,3731,10
3306,4825,10
80,1377,41
80,1401,39
443,2448,25
443,791,8
53,3390,24
443,2364,15
80,259955,1467
443,2049,37
443,1318,43
443,440379,323
3306,4386,36
53,2682,27
80,3861,37
443,4247,49
443,469152,649
80,2516,20
22,2350,31
53,3866,2
80,284,9
443,677,34
53,3109,23
3306,3366,35
443,370,39
53,2289,32
80,125466,1186
22,1260,19
80,4969,42
443,581924,624
3306,1258,50
80,232820,927
443,1489,38
80,135239,1396
22,32644,226
22,26499,221
22,1600,37
3306,3822,16
22,236,2
443,2450,8
3306,4944,3
22,1320,42
53,3916,43
53,4253,50
80,3176,11
443,1356,17
22,1190,8
80,4360,6
443,4289,10
53,858,8
53,4221,46
53,1219,50
22,3509,35
80,4702,43
53,2669,106
3306,2296,37
80,4755,6
22,3257,14
80,3167,38
53,1341,21
80,3591,27
22,3346,17
53,4809,6
22,1954,13
80,136764,1314
80,204134,1342
443,1076,44
53,2026,19
3306,4141,16
53,2575,26
110,2052,115
22,2928,8
443,4683,20
443,461885,611
80,1495,31
3306,3890,49
80,2183,30
22,3559,8
22,1148,25
22,2887,24
443,620043,521
443,348501,612
3306,2045,19
22,937,14
22,25177,206
443,674218,647
80,1076,21
80,211366,1478
80,2228,39
53,1059,8
80,4047,12
443,3625,25
443,3781,40
53,3337,48
443,4804,37
443,2388,100
443,397897,335
3306,2608,16
22,3092,26
80,290441,1159
3306,2872,10
22,27379,228
53,362,40
3306,339,50
22,740,33
80,2054,23
3306,3639,35
443,427872,412
443,351780,548
80,231049,1123
22,1045,20
53,962,36
3306,4480,13
443,3113,43
443,3765,20
3306,1234,32
22,3406,10
443,1265,46
443,720,37
22,2914,35
443,1505,19
22,4665,30
80,2499,43
53,4288,14
53,3259,10
443,847,42
3306,1141,15
80,2491,12
443,1957,4
80,2198,48
80,2518,10
443,1811,17
53,397,14
22,2126,22
53,3711,47
53,3085,21
22,4128,24
3306,291,30
22,4136,36
22,4211,7
53,867,25
3306,3297,48
22,39206,207
53,1712,1
22,2091,44
443,544166,693
80,861,8
443,1819,38
443,354,31
22,2534,9
443,4560,47
3306,3703,37
3306,1409,18
22,3824,35
443,494200,505
80,4370,7
53,2207,38
443,641798,373
143,2451,119
22,40270,200
443,3536,16
80,2468,32
3306,830,23
53,1767,29
3306,2195,22
22,4970,8
443,4028,10
443,1283,11
22,123,6
80,180046,1412
80,3571,44
3306,407,43
80,3893,40
80,239251,1459
80,1705,11
80,238411,1109
3306,887,25
22,1269,32
22,1588,46
53,4809,1
80,2055,6
53,2470,21
443,2979,43
110,1863,80
3306,4433,13
80,1013,45
53,1669,10
443,2068,49
80,2729,28
20,3105,102
22,2026,33
443,4821,9
22,48805,193
80,1291,4
80,405,27
443,1755,10
80,1147,33
22,4620,86
3306,1866,1
22,3599,1
53,900,32
443,3291,6
443,4976,2
3306,1777,39
80,3450,9
53,4856,43
53,2059,15
3306,3122,43
22,373,5
3306,2327,42
3306,1057,1
22,447,45
443,307685,631
3306,2770,18
53,1622,3
80,768,1
443,497,38
3306,3808,45
3306,914,14
3306,2780,12
22,1842,33
22,37943,190
53,2890,8
22,4311,49
53,4216,4
53,477,47
80,2456,31
53,2310,32
3306,4311,23
80,3606,20
443,3027,9
443,599063,420
3306,924,31
3306,3924,44
22,28946,201
443,862,26
443,1082,38
443,3418,42
53,2065,16
3306,496,7
80,195034,1462
3306,368,30
443,4482,43
80,233367,1206
80,3957,35
80,2719,2
22,1822,41
22,4246,46
53,2290,12
443,3096,4
80,106235,1158
443,602,16
80,179781,1246
3306,4173,46
80,4655,46
22,3344,30
80,251,11
3306,2825,28
3306,2004,30
3306,4607,41
443,675,36
443,4150,5
3306,359,25
443,2231,26
443,2587,19
53,4910,12
22,1270,14
22,50746,215
80,183541,1051
80,1728,87
443,1797,43
22,3363,9
53,3540,24
53,965,38
53,2876,34
53,2312,24
22,3037,47
3306,1767,3
3306,4031,40
80,2609,3
22,4314,24
22,757,16
443,884,20
80,263032,1103
443,3294,39
21,3822,90
22,2063,49
80,2872,44
443,4834,21
53,4749,33
53,3562,3
443,3146,10
21,1347,105
3306,1776,40
53,2925,98
3306,1929,15
22,25322,187
53,3996,16
443,2179,6
3306,1447,36
80,2238,47
22,3461,48
80,3109,18
3306,1564,23
3306,744,46
80,2520,13
53,3829,43
3306,2601,47
443,1073,23
53,2098,24
80,3044,15
443,399200,515
22,2885,42
22,3528,36
3306,2308,37
443,140,2
80,1552,24
22,3533,23
53,3634,38
80,126797,1124
22,1127,34
443,3797,42
80,161406,963
443,2086,27
3306,3461,30
53,984,25
443,376500,563
80,201198,1260
3306,3398,7
80,2545,34
143,2200,103
3306,4694,6
22,2054,36
80,3025,13
3306,4116,38
53,4681,1
443,4968,37
80,1019,32
53,3872,44
80,2165,8
443,959,34
22,3806,25
443,4793,24
80,2184,31
443,582277,348
80,911,4
3306,3320,27
53,3674,29
443,2593,15
443,1037,3
80,4534,44
22,760,17
53,3021,11
22,3109,28
80,563,7
443,3332,8
443,571583,455
22,36181,189
80,279773,1001
53,2613,33
53,4411,38
53,953,50
53,3955,14
22,3368,47
443,2014,1
80,3222,20
80,2616,39
80,293648,1373
53,2476,26
443,311995,644
22,27910,244
3306,2293,46
22,1521,34
443,4052,19
53,3039,15
443,1758,49
443,518,11
22,31739,216
22,2872,12
443,1381,18
80,2334,49
443,4328,23
80,204335,1052
25,1417,103
3306,1346,10
22,2205,67
80,105979,996
22,1839,25
22,2391,25
443,2559,27
53,4014,24
443,4050,32
53,3098,31
22,4754,25
443,1285,19
53,2736,37
80,182569,1159
443,356941,367
80,4042,41
53,3511,28
80,278342,1274
80,3303,36
443,1435,34
443,317717,535
3306,1975,29
3306,3200,36
3306,1701,26
443,1435,27
22,3617,37
3306,656,45
22,1776,47
80,222633,1021
3306,2755,10
80,2739,43
443,323726,315
3306,4226,20
22,49376,206
22,35466,184
80,167434,1158
80,271428,1224
22,2452,26
443,4012,27
3306,3092,29
80,4158,18
80,3723,37
3306,2976,19
80,216158,1460
53,988,22
443,3398,28
53,4791,6
443,1455,9
3306,1085,45
443,3684,1
22,49012,206
22,1434,44
443,1893,30
80,3753,20
443,1983,22
3306,2739,35
80,879,17
53,1471,15
110,3527,73
443,1979,2
80,2667,18
53,3469,31
80,4051,17
22,54599,207
443,1496,18
53,3383,15
22,1515,24
22,3001,38
53,172,22
80,4358,45
443,657817,341
53,4955,37
53,1767,14
80,388,10
80,2903,48
53,2013,40
3306,3147,4
22,33236,192
80,2753,19
3306,1182,3
3306,1045,9
80,4706,25
80,139,38
443,813,7
443,579463,622
80,4615,11
443,350303,514
22,38733,181
3306,1598,1
80,128870,973
443,3517,8
22,59118,219
443,1912,32
443,1677,50
53,339,45
443,3444,43
22,2138,18
80,4649,17
443,651634,591
80,2989,37
53,2473,1
22,3464,15
53,3656,21
3306,2242,17
443,1185,34
22,51042,227
22,808,17
22,3165,41
80,4297,17
3306,4294,17
22,2380,46
80,1543,34
443,523877,376
22,4161,46
53,3929,5
3306,4148,17
143,1495,99
53,3767,21
3306,4660,30
443,1831,7
3306,2946,20
22,4435,8
22,1741,38
22,48386,229
53,4027,48
53,2785,18
22,32924,189
53,2472,4
22,2225,47
3306,1614,3
443,664,42
53,3550,17
3306,1140,39
22,38719,249
80,132937,1138
53,3341,36
22,33275,234
443,4428,22
53,2390,4
3306,3373,7
22,3740,29
443,2414,6
53,548,28
80,1393,10
443,4276,43
110,2341,100
22,59959,224
53,766,9
3306,1207,10
443,2352,11
3306,2756,8
443,4493,8
443,4190,17
53,3271,21
3306,471,21
443,4399,38
21,4619,115
443,1134,12
3306,1428,35
53,3265,29
53,3523,46
80,3993,33
22,3013,36
443,1634,34
80,3643,43
3306,1695,29
3306,4064,8
80,1966,42
443,1737,19
443,1109,40
22,569,22
3306,4973,43
80,549,8
3306,1654,38
3306,4588,10
80,2416,45
22,34991,194
3306,1884,6
3306,4218,10
53,4938,20
443,402908,634
53,2641,12
53,174,3
22,1718,12
110,1315,60
22,54324,193
443,1517,44
22,4835,47
22,3821,37
80,2564,2
53,135,41
443,169,13
53,207,37
80,4944,37
22,146,43
3306,378,18
22,2476,19
53,1564,44
443,3907,33
80,3271,44
80,1855,27
443,4359,10
53,2409,50
80,291368,1300
22,3226,5
80,1597,22
3306,4136,50
80,4587,19
53,1744,31
3306,1245,33
3306,3993,42
80,1771,24
80,4579,16
443,583768,608
443,423,42
3306,1015,27
80,2377,46
443,2713,11
53,2745,12
22,263,34
80,407,45
443,1734,29
3306,2746,34
443,472445,675
80,1515,21
80,4472,47
22,4509,14
80,1044,11
53,4699,27
53,4223,7
53,3250,3
22,1174,17
443,1502,43
80,4029,47
443,1246,33
443,4432,37
53,4743,23
443,2102,92
22,51953,233
443,551528,471
80,2427,18
443,1933,4
443,2645,18
22,2677,30
22,2682,14
80,131011,1345
22,47315,241
443,2055,23
22,54664,194
22,3409,28
80,2023,17
53,4157,43
3306,694,19
22,2267,15
80,3410,101
22,139,28
80,368,26
80,1236,4
22,302,5
443,434869,307
21,3461,101
53,3249,29
80,4982,13
53,2404,39
3306,4804,31
23,2856,74
443,2368,42
80,2119,20
3306,3613,45
53,3414,32
3306,642,34
443,314856,657
80,4642,40
53,1283,8
53,4922,37
53,1502,10
22,3575,40
22,426,1
22,368,33
80,273808,1205
443,1939,10
80,1056,39
443,4852,22
443,1158,35
22,42627,221
443,1294,48
21,2551,68
22,4864,1
443,752,47
443,1341,11
22,308,2
3306,1910,49
80,3605,25
53,3015,32
443,617307,468
3306,4304,14
22,56950,207
443,101,49
110,2049,78
3306,2889,26
3306,2911,3
80,4497,24
80,1615,18
22,973,34
53,3120,6
443,476634,420
80,2256,20
3306,2118,37
443,393110,485
443,3334,23
80,1399,42
80,356,38
443,342545,581
3306,109,20
3306,3047,16
22,3886,7
3306,699,2
22,2375,33
443,2251,15
80,3742,41
443,653246,468
22,3934,20
22,1099,29
80,2829,39
3306,3916,15
3306,2100,11
80,1431,42
53,545,49
443,181,3
3306,4055,15
22,216,25
80,2827,1
80,254137,1440
22,2040,36
3306,3633,23
3306,1490,25
3306,1898,16
53,2171,34
3306,986,21
80,2413,29
53,452,50
53,676,32
80,974,39
443,614557,385
22,4469,29
443,435,40
53,405,1
3306,2813,28
80,654,35
443,377128,563
25,2098,73
443,2626,35
80,236814,1395
22,4999,43
80,3132,48
443,2330,19
22,1857,31
80,2614,9
22,969,23
3306,1001,28
80,695,21
3306,1207,3
80,1494,32
3306,3175,35
80,185705,1123
443,3374,37
53,1178,47
3306,1573,21
53,4301,24
22,2934,17
443,4890,19
53,4830,37
53,2624,16
22,1477,34
443,4876,94
22,346,11
443,2043,24
22,59946,190
22,26040,244
443,528351,343
443,835,10
22,3529,49
22,58296,226
53,2377,46
80,2228,24
80,250852,991
443,2084,17
53,4839,49
53,1495,12
443,4554,38
3306,2718,41
443,619540,329
443,555158,351
53,4581,11
22,4025,21
80,188,44
80,2053,18
22,52900,232
53,2061,3
22,3537,39
3306,3207,10
22,3449,39
443,3125,2
443,4817,34
443,599,5
443,707,5
443,2228,26
53,1425,30
443,448196,332
3306,103,24
80,2442,14
53,1001,25
443,324654,476
80,248275,1051
80,1106,47
53,4689,31
22,1797,24
3306,378,27
22,1363,32
53,4282,4
443,1836,8
80,1756,22
80,110933,1349
443,152,37
80,239114,1212
80,4875,48
443,505434,402
53,102,4
80,2950,46
22,876,11
80,3166,6
53,4425,1
22,58799,236
22,35102,208
53,4260,17
22,1872,34
22,276,3
80,177693,1282
22,2573,22
80,196312,985
22,2622,17
443,3455,42
53,4234,22
53,720,4
443,4492,11
3306,2674,4
22,1903,5
53,1112,42
22,3030,39
22,2515,41
443,2624,50
443,295,12
143,4359,117
3306,4394,33
80,4504,21
80,3004,40
22,3431,49
80,494,8
443,4384,34
22,50258,181
443,4183,24
53,1721,14
53,216,32
22,3736,8
80,650,38
22,44043,180
53,3616,18
22,3556,48
22,1847,39
53,2115,1
3306,2358,4
80,3372,24
53,238,45
443,339386,396
22,1791,11
80,221682,1164
22,1527,8
22,3147,1
80,2984,46
22,2099,19
3306,4620,48
3306,3865,20
3306,1048,35
3306,2064,50
3306,989,40
443,586,24
53,1381,7
53,2328,44
53,3428,45
22,1118,17
22,4316,30
443,1864,33
22,49174,204
80,2695,86
80,125094,903
22,2048,48
443,2319,10
25,3606,118
443,134,44
3306,2306,27
80,790,17
3306,3951,16
80,216602,1249
3306,352,47
53,3739,20
22,31253,207
53,1288,43
22,4087,3
3306,584,37
53,1655,25
22,3780,17
53,4438,22
80,245086,903
443,333,38
80,241195,1139
80,1667,1
443,3644,40
80,423,20
22,202,40
22,315,8
443,3525,22
443,689488,580
443,451312,405
80,3478,2
53,4009,28
443,2537,39
443,217,35
443,2489,14
53,3896,30
20,2349,120
80,1710,37
3306,3956,5
3306,3243,39
53,609,4
3306,3878,37
